"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Link","Abstract","Author Keywords","Index Keywords","Publisher"
"Soriano-Co M.; Batke M.; Cappell M.S.","Soriano-Co, Maria (35345748100); Batke, Mihaela (23984205100); Cappell, Mitchell S. (7006406344)","35345748100; 23984205100; 7006406344","The cannabis hyperemesis syndrome characterized by persistent nausea and vomiting, abdominal pain, and compulsive bathing associated with chronic marijuana use: A report of eight cases in the united states","2010","Digestive Diseases and Sciences","55","11","","3113","3119","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149361731&doi=10.1007%2fs10620-010-1131-7&partnerID=40&md5=65da044b33e8f4bcff6ee7c6bed4506a","Goals/Background: The cannabis hyperemesis syndrome, which is associated with chronic cannabis use, was recently reported in seven case reports and one clinical series of ten patients from Australia. We further characterize this syndrome with eight well-documented cases in the United States and report results of cannabis discontinuation and cannabis rechallenge. Study Methods: Patients were identified by the three investigators in gastroenterology clinic or inpatient wards at William Beaumont Hospital from January to August 2009 based on chronic cannabis use; otherwise unexplained refractory, recurrent vomiting; and compulsive bathing. Charts were retrospectively analyzed with follow-up data obtained from subsequent physician visits and patient interviews. Results: The eight patients on average were 32.4 ± 4.1 years old. Five were male. The mean interval between the onset of cannabis use and development of recurrent vomiting was 19.0 ± 3.7 years. Patients had a mean of 7.1 ± 4.3 emergency room visits, 5.0 ± 2.7 clinic visits, and 3.1 ± 1.9 admissions for this syndrome. All patients had visited at least one other hospital in addition to Beaumont Hospital. All patients had vomiting (mean vomiting episodes every 3.0 ± 1.7 h), compulsive bathing (mean = 5.0 ± 2.0 baths or showers/day; mean total bathing time = 5.0 ± 5.1 h/day), and abdominal pain. Seven patients took hot baths or showers, and seven patients experienced polydipsia. Four out of five patients who discontinued cannabis use recovered from the syndrome, while the other three patients who continued cannabis use, despite recommendations for cessation, continued to have this syndrome. Among those four who recovered, one patient had recurrence of vomiting and compulsive bathing with cannabis resumption. Conclusions: Cannabis hyperemesis is characterized by otherwise unexplained recurrent nausea and vomiting, compulsive bathing, abdominal pain, and polydipsia associated with chronic cannabis use. This syndrome can occur in the United States as well as in Australia. Cannabis cessation may result in complete symptomatic recovery. © 2010 Springer Science+Business Media, LLC.","Cannabis hyperemesis syndrome; Cyclic vomiting; Functional GI disorders; Marijuana use; Nausea","Abdominal Pain; Adult; Baths; Compulsive Behavior; Female; Humans; Male; Marijuana Abuse; Recurrence; Syndrome; United States; Vomiting; cannabis; abdominal pain; adult; article; Australia; bath; cannabis addiction; cannabis hyperemesis syndrome; cannabis smoking; clinical article; female; follow up; human; interview; male; nausea; obsessive compulsive disorder; polydipsia; priority journal; recurrent disease; retrospective study; smoking cessation; United States; vomiting",""
"Rhee J.U.; Vieira V.M.; Firth C.L.; Pedersen E.R.; Dunbar M.S.; Timberlake D.S.","Rhee, Joshua Unbin (57219975215); Vieira, Veronica M. (35618015500); Firth, Caislin L. (56268935100); Pedersen, Eric R. (57217527445); Dunbar, Michael S. (8278118200); Timberlake, David S. (6603021185)","57219975215; 35618015500; 56268935100; 57217527445; 8278118200; 6603021185","Concentration of Cannabis and Tobacco Retailers in Los Angeles County, California: A Spatial Analysis of Potential Effects on Youth and Ethnic Minorities","2022","Journal of Studies on Alcohol and Drugs","83","4","","502","511","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134596329&doi=10.15288%2fjsad.2022.83.502&partnerID=40&md5=5713353abfb8a906a0386992d1dbdb2d","Objective: Cannabis and tobacco retailers are believed to cluster in areas with more racial/ethnic minorities, which could account for the disproportionate use of blunts in Black and Hispanic communities. The current study examined the spatial relationship between cannabis and licensed tobacco retailers in Los Angeles County, California, and assessed whether various neighborhood and business factors influenced the spatial patterning. Method: Generalized additive models were used to test the association between the location of cannabis retailers (N = 429) and their accessibility potential (AP) to tobacco retailers (N = 8,033). The covariates included cannabis licensure status, median household income, population density, percentages of racial/ ethnic minorities and young adults (18–34), unemployment status, families living in poverty, minimum completion of high school/General Educational Development (GED) credential, and industrial businesses by census tract. Results: The location of cannabis retailers was significantly associated with AP in all adjusted models (p <.005). The percentage of racial/ethnic minorities, age (18–34 years), and nonlicensure of cannabis retailers, which were positively correlated with AP (p <.05), confounded the association between AP and cannabis retailer location. Conclusions: The concentration of unlicensed cannabis retailers and tobacco retailers in young and racially/ethnically diverse neighborhoods may increase access to and use of cigarillos for blunt smoking. Jurisdictions within Los Angeles County should consider passing ordinances requiring minimum distances between cannabis and tobacco retailers. © 2022, Alcohol Research Documentation Inc. All rights reserved.","","Adolescent; Adult; Cannabis; Commerce; Ethnic and Racial Minorities; Humans; Los Angeles; Spatial Analysis; Tobacco; Tobacco Products; Young Adult; cannabis; adolescent; adult; California; commercial phenomena; epidemiology; human; spatial analysis; tobacco; young adult","Alcohol Research Documentation Inc."
"Stack R.; Gould S.; Malsch B.","Stack, Ryan (57473499600); Gould, Storm (58772359100); Malsch, Bertrand (26424711800)","57473499600; 58772359100; 26424711800","Cannabis in Wisikk: a tempting venture","2023","CASE Journal","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180186310&doi=10.1108%2fTCJ-05-2023-0094&partnerID=40&md5=19b8409b15af0425f6e150a9d7490b01","Research methodology: This case was developed using a mixture of publicly available documents created by the partner community, general information from public sources like the First Nations Finance Authority (FNFA) website and Government of Canada websites, and personal and first-hand experience of the indigenous coauthor, Storm Gould. Case overview/synopsis: Wisikk is a Mi’kmaq sovereign reserve territory located in Mi’kmaq’ki in the place that settler governments call Nova Scotia. The community has existed in its location since time immemorial and has been recognized by the settler government since the early 19th century. An opportunity for community-run business has arisen for Wisikk based on the legalization of cannabis throughout Canada in 2018. This case’s protagonist is the community’s Vice-President for Business Development, Andrew Googoo, as he considers bringing a proposal for a cannabis retailing venture to the Chief and Council. Cannabis legalization in Canada left sales policies to the provinces and was silent as to the rules governing cannabis sales by indigenous communities on their sovereign territory. Considering both potential negative impacts to the community, as well as the potential financial benefits from a successful reserve-based cannabis dispensary, Andrew must soon present his initial findings to the Chief and Council for their deliberation and decision. Any venture undertaken by the reserve would require a loan from the FNFA, so Andrew must also consider the projections and reports that the FNFA would require to support their lending decision. Complexity academic level: The case is appropriate for mid-level or capstone undergraduate and graduate business courses, especially those focused on entrepreneurship, business ownership or indigenous ownership. The case was originally developed for the accounting division of an international undergraduate case competition. In addition to accounting concepts like pro forma/budgeted income statements and decision analysis, it is intended to showcase some legal and cultural features of community-led indigenous business ventures. The idea is for students to explore concepts of sovereignty, community involvement and broader stakeholder impact, as well as more technical accounting and financial concepts. © 2023, Emerald Publishing Limited.","Cannabis; Community Business; Corporate culture; Decolonization; Indigenous business; Indigenous cultures; Projection; Retailing","","Emerald Publishing"
"Crane N.A.; Schuster R.M.; Fusar-Poli P.; Gonzalez R.","Crane, Natania A. (37088036600); Schuster, Randi Melissa (7201462208); Fusar-Poli, Paolo (10044017500); Gonzalez, Raul (35388125200)","37088036600; 7201462208; 10044017500; 35388125200","Effects of cannabis on neurocognitive functioning: Recent advances, neurodevelopmental influences, and sex differences","2013","Neuropsychology Review","23","2","","117","137","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878860839&doi=10.1007%2fs11065-012-9222-1&partnerID=40&md5=4fed1934f1c3dad473344e8441eaba04","Decades of research have examined the effects of cannabis on neurocognition. Recent advances in this field provide us with a better understanding of how cannabis use influences neurocognition both acutely (during intoxication) and non-acutely (after acute effects subside). Evidence of problems with episodic memory is one of the most consistent findings reported; however, several other neurocognitive domains appear to be adversely affected by cannabis use under various conditions. There is significant variability in findings across studies, thus a discussion of potential moderators is increasingly relevant. The purpose of this review was to 1) provide an update on research of cannabis' acute and non-acute effects on neurocognition, with a focus on findings since 2007 and 2) suggest and discuss how neurodevelopmental issues and sex differences may influence cannabis effects on neurocognition. Finally we discuss how future investigations may lead to better understanding of the complex interplay among cannabis, stages of neurodevelopment, and sex on neurocognitive functioning. © 2012 Springer Science+Business Media New York.","Cannabis; Cognition; Marijuana; Neuropsychology; Sex differences; THC","Animals; Attention; Cannabidiol; Cognition Disorders; Decision Making; Female; Humans; Learning; Male; Marijuana Abuse; Memory; Retrospective Studies; Sex Characteristics; cannabidiol; animal; attention; cannabis addiction; cognitive defect; decision making; drug effect; female; human; learning; male; memory; retrospective study; review; sexual development",""
"Carlini B.H.; Garrett S.; Firth C.; Pinsky I.","Carlini, Beatriz H. (57212762129); Garrett, Sharon (7102507149); Firth, Caislin (56268935100); Pinsky, Ilana (6603179023)","57212762129; 7102507149; 56268935100; 6603179023","Cannabis Industry Marketing Violations in Washington State, 2014–2019","2022","Journal of Studies on Alcohol and Drugs","83","3","","18","26","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123567465&doi=10.15288%2fjsad.2022.83.18&partnerID=40&md5=241a963bc76c7b3b87dd10429d93a3c5","Objective: The purpose of this study was to describe marketing violations from the cannabis industry in Washington State. Method: The study team obtained records of all Washington State cannabis marketing violations from October 2014 to September 2015, immediately following the legal cannabis market opening, and May 2017 to July 2019. A code book was developed based on the Washington State regulations related to marijuana advertising. Each marketing violation was coded according to ad characteristics including ad size, location, or type; content; business practices; and lack of mandatory health warnings. Results: A total of 328 violations were analyzed, from 183 different businesses. Marketing violations occurred most frequently in content posted online or directly in front of cannabis stores. Community members were as likely to identify violations as officers from the Washington State Liquor and Cannabis Board (WSLCB), the state agency in charge of regulation and enforcement of cannabis businesses. Very few violations were reported from competing members of the cannabis industry. Violations reported by the community were mostly related to content appealing to minors, whereas WSLCB officers were more likely to identify violations related to ad location in public spaces and ad size. Conclusions: This study shows the conflict between prevention and profit in the nascent cannabis industry and the importance of community involvement in the regulation of cannabis marketing. © 2022, Alcohol Research Documentation Inc.. All rights reserved.","","Advertising; Cannabis; Commerce; Humans; Marketing; Washington; cannabis; advertising; commercial phenomena; epidemiology; human; marketing; Washington","Alcohol Research Documentation Inc."
"Sorensen J.L.; van Draanen J.; Shingle M.","Sorensen, James L. (7403200668); van Draanen, Jenna (57193727091); Shingle, Mallory (57223003805)","7403200668; 57193727091; 57223003805","Legalization of cannabis in Canada—Local media analysis","2022","American Journal on Addictions","31","2","","148","151","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123944463&doi=10.1111%2fajad.13263&partnerID=40&md5=eae285c3526b33c8cb61459fd95ef978","Background and Objectives: Legalization of recreational cannabis is occurring across the United States, with some controversy. To understand the range of issues that can arise when such a policy change is enacted, we examined portrayal of legalization at the local level by studying newspaper articles in Calgary, Alberta, shortly before and after cannabis legalization in Canada. Method: We searched the largest-circulation newspaper for cannabis-related items and analyzed for content and slant toward cannabis legalization. Results: Among 165 items, business/economics (70.9% of items) and legalization (69.7%) were most frequent, with health only 29.7%. Across all items, the slant was more approval (44.2%) than disapproval (23.0%). Discussion and Conclusions: When cannabis was legalized, the local newspaper focused more on economic aspects of legalization rather than about health issues. Further research can determine the generalizability of the findings to other locales and provide comparison as other similar policy changes roll out. Scientific Significance: The study provides new information on what happens when drug policies are enacted. Documenting the media portrayal of substance use policies is a promising tool. © 2022 American Academy of Addiction Psychiatry","","Analgesics; Canada; Cannabis; Commerce; Humans; Legislation, Drug; United States; cannabis; analgesic agent; Article; Canada; cannabis use; controlled study; economic aspect; economics; health care policy; publication; commercial phenomena; drug legislation; human; United States","John Wiley and Sons Inc"
"Schüller T.","Schüller, Thorsten (57198514072)","57198514072","The business with grass: Cannabis businesses at a glance; [Das Geschäft mit dem Gras]","2022","Deutsche Apotheker Zeitung","162","21","A21","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132222947&partnerID=40&md5=38748ba2cf518d527dd1dbe0145e488b","[No abstract available]","","cannabis; Article; commercial phenomena","Deutscher Apotheker Verlag"
"Chen F.; Choi S.; Fu C.; Nycholat J.","Chen, Feilong (57353831000); Choi, Sungchul (57218990616); Fu, Chengbo (57199741828); Nycholat, Joshua (57354150900)","57353831000; 57218990616; 57199741828; 57354150900","Too high to get it right: The effect of cannabis legalization on the performance of cannabis-related stocks","2021","Economic Analysis and Policy","72","","","715","734","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120001682&doi=10.1016%2fj.eap.2021.10.001&partnerID=40&md5=535af28c37ab640a6ef889e061986ac1","This paper analyzes the historical stock returns of 10 medicinal cannabis companies for the period between 2015 and 2020, when the legalization of recreational cannabis was debated in Canada. The results of our analysis indicate that the industry was responsive to the announcements of regulatory change that led towards legalization. Furthermore, we compare the performance of cannabis companies to that of similar businesses. The results of the comparative analysis indicate that the performance of the matched pairs is largely correlated over time. Additionally, the pre-legalization performance of cannabis companies was better than their post-legalization performance. Given that cannabis companies did not outperform their matched pair, we can confirm that legalization did not have a significantly positive effect on the industry. We can also infer that, from a stock market perspective, the legalization of recreational cannabis has been unsuccessful thus far. © 2021 Economic Society of Australia, Queensland","Cannabis Legalization; Event study; Matched pair analysis; Stock performance","","Elsevier B.V."
"Bonn-Miller M.O.; Oser M.L.; Bucossi M.M.; Trafton J.A.","Bonn-Miller, Marcel O. (8747223000); Oser, Megan L. (35148090000); Bucossi, Meggan M. (17134488000); Trafton, Jodie A. (6701827369)","8747223000; 35148090000; 17134488000; 6701827369","Cannabis use and HIV antiretroviral therapy adherence and HIV-related symptoms","2014","Journal of Behavioral Medicine","37","1","","1","10","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894899284&doi=10.1007%2fs10865-012-9458-5&partnerID=40&md5=7240dba53f2088bb0e2c0e32198cba8a","Occasional cannabis use has been associated with increased antiretroviral therapy (ART) adherence and relief of HIV symptoms, while heavy use has been associated with low ART adherence and negative psychological symptoms. The purpose of the present study was to investigate differences between non-cannabis use (NC), non-dependent cannabis use (C), and dependent use (CD) in terms of ART adherence and HIV symptoms/ART side effects. A cross-sectional sample of 180 HIV+ individuals (78.3 % male) completed measures of substance use and psychopathology, medication adherence, and HIV symptoms/ART side effects. Adherence was also measured via pill count, viral load, and CD4 count. Results indicated that the CD group reported lower adherence and greater HIV symptoms/ART side effects than the other two groups, with no differences observed between NC and C groups. There is a clinical need to address dependent cannabis use among those prescribed ART. Further examination is needed to ascertain the functions of cannabis use among individuals with HIV. © 2012 Springer Science+Business Media New York (outside the USA).","Adherence; Cannabis; HIV; Marijuana; Side effects; Symptoms","Adult; Anti-HIV Agents; Antiretroviral Therapy, Highly Active; CD4 Lymphocyte Count; Cross-Sectional Studies; Female; HIV Infections; Humans; Male; Marijuana Smoking; Medication Adherence; Middle Aged; Questionnaires; Self Report; Viral Load; anti human immunodeficiency virus agent; adult; article; cannabis smoking; CD4 lymphocyte count; cross-sectional study; female; highly active antiretroviral therapy; human; Human immunodeficiency virus infection; male; medication compliance; middle aged; psychological aspect; questionnaire; self report; virus load",""
"Dupej S.; Nepal S.K.","Dupej, Susan (57497751500); Nepal, Sanjay K. (6701715987)","57497751500; 6701715987","Tourism As An Agent Of Cannabis Normalization: Perspectives From Canada","2021","Tourism Review International","25","4","","353","369","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120968247&doi=10.3727%2f154427221X16098837280046&partnerID=40&md5=6c19d80b853f0a5df054f68a19f016ca","The 2018 legalization of cannabis in Canada provides an opportunity within a federally legalized context to offer recreational and leisure experiences that incorporate the purchase, consumption, production, and education of cannabis. The establishment of cannabis tourism as a tolerated and increasingly widespread and socially significant practice under the frameworks of legalization and normalization challenges its association with deviance in the tourism literature. The purpose of this article to rethink cannabis tourism as an agent of normalization. In adopting cannabis as a resource, the tourism industry sets standards that become embedded in a broader context of social acceptance. Evidence from a study that documents cannabis tourism in Canada in the first few years following legalization is used to illustrate how tourism suppliers have adopted cannabis as a resource. This article contributes a qualitative assessment of normalization to the literature through an examination of both a database of cannabis tourism-related businesses and the narratives of suppliers in the cannabis tourism industry. Tourism is conceptualized as an agent of normalization by illustrating how it facilitates the accessibility and availability, everyday prevalence, increased tolerance, and social and cultural accommodation of cannabis © 2021. Cognizant, LLC","Canada; Cannabis tourism; Drug tourism; Nondeviant consumption; Normalization","","Cognizant Communication Corporation"
"Cornell B.; Damodaran A.","Cornell, Bradford (56050966600); Damodaran, Aswath (9335492900)","56050966600; 9335492900","The Big Market Delusion: Valuation and Investment  Implications","2020","Financial Analysts Journal","76","2","","15","25","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082408393&doi=10.1080%2f0015198X.2020.1730655&partnerID=40&md5=e7067266b7c06886c6706716163627ce","In entrepreneurs’ minds, big markets offer the promise of easily scalable revenues that, coupled with profitability, can translate into large profits. This article examines how the “big market promise” affects business formation and financing, with a focus on the role of overconfidence on the part of both entrepreneurs and their financiers (venture capitalists and public equity) in creating a collective overpricing of companies in alleged big markets—and an inevitable correction. Three case studies illustrate this thesis—one in which the process has fully played out (1990s dot-com retail), one in which it has been unfolding for a while (online advertising), and one in which it is just beginning (the cannabis market). We suggest several lessons for investors, regulators, and businesses based on these case studies. © 2020, © 2020, CFA Institute.","","","Routledge"
"Opie S.R.","Opie, Shaun R. (58137456000)","58137456000","Preparing cannabis laboratory business license applications","2021","Cannabis Laboratory Fundamentals","","","","55","69","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149853120&doi=10.1007%2f978-3-030-62716-4_4&partnerID=40&md5=291e4ffb0ae5ad31a9724a4cc7393bed","In the United States, obtaining a cannabis business license is a requirement to open a cannabis safety testing laboratory in most states that have legalized medical and/or recreational marijuana consumption. The licensing process begins by preparing an application. Submitting a comprehensive application is time consuming and benefits from the input of an experienced and multidisciplinary team. The team should include people with areas of knowledge in finance, architecture, construction, security, laboratory operations, laboratory compliance, and laboratory safety. Building a strong team and gathering the information and documentation is a costly, time consuming, and challenging task. However, the team will be able to help assemble a large amount of supporting documentation including legal and financial disclosures and a prospective facility and operations plan. Having a comprehensive understanding of the timing and content of an application will help an investor understand the time and financial commitment before the decision to apply for a cannabis laboratory business license is made. © Springer Nature Switzerland AG 2021. All rights reserved.","","","Springer International Publishing"
"Ziegler A.S.","Ziegler, Andreas S. (46361931100)","46361931100","Cannabis - A big business? High expectations can lead to disillusions; [Cannabis - ein großes Geschäft?]","2022","Deutsche Apotheker Zeitung","162","21","A22","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132232949&partnerID=40&md5=f8ff807b1265970f28315c513efc38ae","[No abstract available]","","cannabis; Article; expectation","Deutscher Apotheker Verlag"
"Calonge N.","Calonge, Ned (57204486767)","57204486767","Policy Pitfalls and Challenges in Cannabis Regulation: Lessons from Colorado","2018","International Journal of Mental Health and Addiction","16","4","","783","790","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045453620&doi=10.1007%2fs11469-018-9923-7&partnerID=40&md5=3740341f533e9b18a7eb82221edb1f7b","Since legalization of recreational marijuana use in 2012, Colorado has been a site of regulatory experimentation to support commercial sales. The path to legal recreational use began with a series of policy events that expanded the state’s medical marijuana program to include the creation of dispensaries and significantly increase the number of registered users. Voters convincingly passed a constitutional amendment that permitted commercial sale of recreational marijuana, and the state has created a regulatory model, based on a private business model, to address potential negative impacts. Colorado has used state- and local-level licensing, statues, and regulations to address regulatory challenges regarding product potency, cannabis edibles, worksite and worker issues, impaired driving, commercial growing operations, locations of outlets and sites of use, and other policy issues. Jurisdictions considering recreational legalizations should consider a “harm reduction” approach to regulation that is responsive to addressing evolving adverse effects and addresses child safety, traffic safety, cannabis product safety, work and worksite safety, and other aspects of the business model in order to provide a careful approach to recreational use. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.","Cannabis; Colorado; Marijuana regulation","","Springer New York LLC"
"Bowling C.; Glantz S.A.","Bowling, Candice (57205690350); Glantz, Stanton A. (7103220592)","57205690350; 7103220592","Civic Engagement in California Cannabis Policy Development","2019","Journal of Psychoactive Drugs","51","5","","391","399","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067561290&doi=10.1080%2f02791072.2019.1627444&partnerID=40&md5=ca8e523b59e61f82f457be05ec9c63bc","During the regulatory drafting process, California considered allowing police officers to become licensed owners of cannabis businesses, an action that would have codified a conflict of interest (COI), allowing police to exert influence in two market strata, enforcement and licensure. Up until then, no state specifically excepted law enforcement from COI prohibitions, making California’s proposed medical cannabis regulation unique. We performed two 50-state surveys and examined 298 public comments submitted to the Bureau of Cannabis Control during the initial medical cannabis rulemaking process in June 2017. After public comments, the Bureau withdrew this provision. However, that the exception was even considered is cause for concern in this new area of policy development. The progression from proposed medical cannabis rules to emergency rule adoption and now, into proposed final regulations, highlights the value of civic engagement with the rulemaking process. Jurisdictions should adopt bright-line COI rules within their cannabis codes that limit the relationships that law enforcement may have with the private cannabis markets. © 2019, © 2019 Taylor & Francis Group, LLC.","cannabis legalization; civics; Conflict of interest; government ethics; law enforcement; policy process","California; Cannabis; Conflict of Interest; Humans; Law Enforcement; Legislation, Drug; Policy Making; cannabis; medical cannabis; adoption; Article; California; caregiver burnout; conflict of interest; employment; government; human; law enforcement; leadership; legal service; licensing; liquid; market; conflict of interest; drug legislation; law enforcement; management","Routledge"
"Owens-Ott G.S.; Snyder J.; Ott R.","Owens-Ott, G. Suzanne (58084665900); Snyder, Johnny (57198785471); Ott, Richard (57671938900)","58084665900; 57198785471; 57671938900","Ethical perspectives of certified public accountants and the cannabis industry","2022","Journal of Cannabis Research","4","1","8","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147137290&doi=10.1186%2fs42238-022-00118-z&partnerID=40&md5=34b2a5ee7096d47528be8b56aa63ac33","Background: Certified public accountants must follow very high standards of ethical conduct as set forth by the AICPA Code of Professional Conduct and individual state licensing requirements. A 2019 grounded theory qualitative study posed that CPAs remain largely hesitant to serve the cannabis industry primarily because they fear federal prosecution as long as cannabis remains on the DEA’s Schedule I Drug List. The purpose of this research was to determine the perceptions of CPAs regarding providing accounting services to the cannabis industry in states that have legalized cannabis usage. This study investigated whether CPAs would serve the industry, why they might decline to serve the industry, what risks they believe serving the industry posed, and whether they believe serving the cannabis industry would create a moral or ethical issue. Methods: This follow-up quantitative study investigated a small convenience sample of approximately one hundred CPAs in Colorado and Washington to learn more about their perceptions of serving the cannabis industry. Data was analyzed using chi-square and Mann-Whitney U tests to determine if there were any differences in perceptions between groups such as states, gender, and age categories. Results: Of the participants, 77% responded that neither they nor their firm provided services to a cannabis-related business client compared to 23% that did serve cannabis clients. More Colorado CPAs were willing to turn down CRB work than were expected and fewer Colorado CPAs would be willing to take on CRB clients than were expected. While in Washington, fewer CPAs would turn down RB clients than expected, and more are willing to accept CRB clients than were expected. The risk due to potential liability coverage issues due to serving the cannabis industry was rated the highest while the risk of losing the CPA license was rated lowest. Data indicated that there was not a statistically significant difference between Colorado and Washington participants related to whether they were morally or religiously opposed to working in the industry or if they viewed serving the industry as an ethical violation. Conclusion: CPAs remain largely unwilling to serve the cannabis industry primarily because CPAs fear federal prosecution as long as cannabis remains on the DEA’s Schedule I Drug Listing. The results of this study indicate that while most CPAs are not morally or religiously opposed to serving the industry, about half still believe doing so may constitute an ethical violation for a CPA. © 2022, The Author(s).","Accounting; Cannabis; Cannabis industry; Certified public accounting; CPA; Ethics","cannabis; accounting; adult; Article; cannabis use; certified public accountant; Colorado; convenience sample; drug industry; female; follow up; human; law; licence; male; medical ethics; perception; professional ethics; quantitative study; recreational drug use; Washington","BioMed Central Ltd"
"Mancinelli R.; Altimari A.; Papetti P.; Radicetti E.","Mancinelli, Roberto (14035732500); Altimari, Ambra (57211169598); Papetti, Patrizia (26027127800); Radicetti, Emanuele (35757911600)","14035732500; 57211169598; 26027127800; 35757911600","The customer’s preference in light cannabis: an Italian perspective","2022","Current Applications, Approaches and Potential Perspectives for Hemp: Crop Management, Industrial Usages, and Functional Purposes","","","","339","363","24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143294155&doi=10.1016%2fB978-0-323-89867-6.00004-4&partnerID=40&md5=20c1ed2e65c3f62c19ad834440eaf2e4","Nowadays, the light hemp is promoted by different stakeholders and the customer’s preference due to the different use of crop products. The aim of this chapter was to discuss the Italian perspectives concerning the utilization of light hemp connected to customer’s preferences. It is discussed the sustainability of hemp crop to produce wellness products in Italy. It is applied as a cost model based on empirical data from hemp farmers. Customers’ preferences on light cannabis wellness products are analyzed through an online survey in Italy and other six European countries. A general misunderstanding about the differences between psychoactive hemp and nonpsychoactive hemp (light cannabis) makes the demand unstable. Light hemp business in Italy is new and there are a few studies that help entrepreneurs in assessing the attractiveness of certain investment analyzing the demand for such a product. Demand for CBD-based products indicates interest, but customers’ confusion highlights a lack of regulation and transparency about CBD-cannabis. © 2023 Elsevier Inc. All rights reserved.","cannabidiol; Cannabis sativa; cost model; customers’ preferences; European countries","","Elsevier"
"Barry R.A.","Barry, Rachel Ann (56195505900)","56195505900","‘We never thought this would be considered drug trafficking’: International finance rules, policy space and Uruguay’s regulation of recreational cannabis","2023","Global Public Health","18","1","2283042","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177093787&doi=10.1080%2f17441692.2023.2283042&partnerID=40&md5=3ae1544bc213390aa55ceb2b7797f487","Following landmark legislation in 2013, Uruguay became the first country to regulate the legal production, distribution and sale of recreational cannabis. While broader debates anticipated the significance of the UN drug conventions, the extent to which Uruguay’s drug treaty obligations shaped regulation is unclear and the relevance of finance norms has been neglected. Drawing on institutionalist and governance theories, this study explores how international drug and finance regulations limited Uruguay’s policy space to implement cannabis regulation, and how this was perceived by policy actors. Policy documents and 43 semi-structured interviews were thematically analysed. The analysis demonstrates how Uruguay’s drug treaty obligations were less directly constraining to policy space compared to international finance norms, including the US Patriot Act, anti-money laundering standards and financial inclusion practices. Such norms exerted powerful influence over Uruguay’s ability to implement aspects of cannabis supply that interact with broader financial systems, allowing banks to terminate business relationships with clients deemed as high risks for money laundering. The Uruguayan case suggests that financial regulations at diverse levels are likely to constrain policy space in other contexts where the market-based policies of cannabis regulation raise tensions with a narrowly constructed risk management principle in approaches to financial supply. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Cannabis regulation; finance norms; international drug treaties; multilevel governance; policy space; Uruguay","Cannabis; Drug Trafficking; Humans; International Cooperation; Policy; Uruguay; cannabis; recreational drug; act; Article; clinical decision making; clinical practice; commercial phenomena; comparative study; drug traffic; finance; financial management; human; laundry; law; legal aspect; mathematical analysis; money; political system; primary prevention; public health; public policy; risk factor; risk management; semi structured interview; thinking; Uruguay; international cooperation; policy","Taylor and Francis Ltd."
